tag	total	roms	images
NA - Disc 1	65	65	0
NA - Disc 2	64	64	0
JP - Disc 1	18	18	0
JP - Disc 2	18	18	0
NA - Disc 3	18	18	0
EU - Disc 1	9	9	0
EU - Disc 2	9	9	0
NA - Disc 4	9	9	0
EU - Disc 3	3	3	0
JP - Disc 3	3	3	0
Disk 1 - JP	2	2	0
Disk 2 - JP	2	2	0
JP - Disc 4	2	2	0
Disk 1 - EU	1	1	0
Disk 2 - EU	1	1	0
EU - Disc 4	1	1	0
JP - Disc 1 - Disc-B	1	1	0
JP - Disc 1 - Disc-F	1	1	0
NA - Disc 0	1	1	0
NA - Disc 5	1	1	0
NA - Disc A	1	1	0
NA - Disc B	1	1	0
