tag	total	roms	images
Disc 1	865	0	865
Disc 2	838	0	838
Disc 3	236	0	236
Disc 4	117	0	117
Disk 1	70	70	0
Disk 2	70	70	0
Disc B	15	0	15
Disc A	14	0	14
Disk 3	12	12	0
Disc 5	10	0	10
Side 1	8	8	0
Side 2	8	8	0
Disc 0	7	0	7
Disk 4	6	6	0
Disc 6	3	0	3
Disc C	3	0	3
Disc-B	2	0	2
Disc-F	2	0	2
Disk 5	2	2	0
Disk 6	2	2	0
Disk 7	2	2	0
Disc 7	1	0	1
Disc 8	1	0	1
Disk 8	1	1	0
Disk 9	1	1	0
