tag	total	roms	images
D42	1	1	0
DA1AC0DB	1	0	1
DEFCON 26 Indie Badge	1	1	0
DERF, Invaders, Xs & Os, and Tron - EU	1	1	0
DFJN5015ZAZ	1	0	1
DH-08	1	0	1
DH-64	1	0	1
DS-H352	1	1	0
DS-H353	1	1	0
DS-H354	1	1	0
DS-H355	1	1	0
Daigakusei Jidai & Koukou kara Daigaku ni Agaru ma no Haruyasumi	1	0	1
Darius Cozmic Revelation	1	0	1
Dark Version	1	0	1
Darren Foulds - 2019	1	1	0
Darro99 & Erazzking - 2021	1	1	0
Davey Jones Locker, The Jade Necklace, Witch Hunt, The Challenge, The Cup, Realm of Darkness, The Hammer of Grimmold, Mutant, Matchmaker, Jack and the Beanstalk, The Enchanted Cottage, and Lifeboat - EU	1	1	0
De+Fr,De,Nl	1	0	1
Deathshadow  - 2012	1	1	0
Debug Version	1	0	1
Defiance Studios - 2017	1	1	0
Demo-Add-On Disc	1	0	1
Derek - 2019	1	1	0
Deutsch	1	1	0
Dev	1	0	1
Die Alliierten	1	0	1
Die Sowjets	1	0	1
Digest-ban	1	0	1
Digital Edition	1	1	0
Digital Monastery - 2014	1	1	0
Digital Monastery - 2016	1	1	0
Digital Monastery - 2018	1	1	0
Digital Monastery - 2019	1	1	0
Digital Monastery - 2022	1	1	0
Digital Video	1	0	1
Dino Sorcerer, The Adventures of Captain Comic, Blob, Missile Base, and Crossword - EU	1	1	0
Disk 1 - Bishoujo Connection - JP	1	1	0
Disk 1 - Mahjong Game Hontai - JP	1	1	0
Disk 1 - Tokimeki Gals - JP	1	1	0
Disk 1 - Yonin no Tenshi Tachi - JP	1	1	0
Disk 2 - Dai H Taikai - JP	1	1	0
Disk 2 - Daitan H na Hirusagari - JP	1	1	0
Disk 2 - Tottemo H na Gogo - JP	1	1	0
Disk 2 - Yonin to Dai H Taikai - JP	1	1	0
Donnie Russell II - 2022	1	1	0
Double Action 53 - Volume 2	1	1	0
Double case	1	0	1
Doukon Pack	1	0	1
Dr. Mortal Wombat - 2021	1	1	0
Dr. TerrorZ - 2021	1	1	0
Dr. Terrorz - 2018	1	1	0
Dr. Wuro Industries - 2016	1	1	0
Dr. Wuro Industries - 2018	1	1	0
Dr. Wuro Industries - 2021	1	1	0
Drachenberg Studios - 2022	1	1	0
Dragon Quest VI	1	1	0
Dragon Quest VII	1	1	0
Dragon Quest VIII	1	1	0
Draughts and Batz 'n Ballz - EU	1	1	0
Driver Mines, Chaos, and L.O.T.I.S.B. - EU	1	1	0
Dungeon 1 Disk	1	1	0
Dungeon 2 Disk	1	1	0
Durell	1	1	0
Dutch Patience, Music Trivia, and Kids Stuff 1 - EU	1	1	0
Dynavision	1	1	0
E	1	0	1
E3 1997	1	0	1
EB4-3 E	1	1	0
EB4-3 X	1	1	0
EB4-4 A	1	1	0
ECTS 2000	1	0	1
EGS	1	0	1
EU - Disc 1 - Magical Drop III	1	1	0
EU - Disc 1 - Wings of Destiny	1	1	0
EU - Disc 2 - Chronicles of Arthur	1	1	0
EU - Disc 2 - Magical Drop Plus 1	1	1	0
EU - Disc 3 - The First Generation	1	1	0
EU - Disc 4 - Blazing Guns	1	1	0
EU - Power Source Demo Disc	1	1	0
Easier	1	1	0
Easy	1	1	0
EayFlash	1	1	0
Ecco the Dolphin	1	0	1
Ecco the Dolphin II	1	0	1
El Juego	1	0	1
Elysium - 2022	1	1	0
En+En+En,Fr,De	1	0	1
En+En,Es,It,Sv,Da	1	0	1
En+En,Fr,De	1	0	1
En+En,Fr,De,Es,It,Nl,Sv,Da	1	0	1
En+En,Ja,Fr,De,Es	1	0	1
En,Es,Nl+Es,It	1	0	1
En,Es,Nl+Fr,Nl	1	0	1
En,Fr,De+De	1	0	1
En,Fr,De+En,Fr,De,Es,It	1	0	1
En,Fr,De+Fr	1	0	1
En,Fr,De,Da+En,De	1	0	1
En,Fr,De,Es+En,Fr,De,Es,It,Nl	1	0	1
En,Fr,De,Es,It+En	1	0	1
En,Fr,De,Es,It,Nl+En,Fr,De,Es,It	1	0	1
En,Fr,De,Es,It,Nl+En,Fr,De,Es,It,Nl,Sv,No,Da,Fi	1	0	1
En,Fr,De,Es,It,Nl,Sv,Da+En	1	0	1
En,Fr,De,Es,It,Sv+En,Fr,De,Es,It	1	0	1
En,Fr,It+Es,It	1	0	1
En,Fr,It+Fr,Nl	1	0	1
En,Ja+En,Ja,Fr,De,Es,It	1	0	1
En,Ja,Fr,De,Es+En,Ja	1	0	1
En,Ja,Fr,De,Es,It+En	1	0	1
En,Ja,Fr,De,Es,It+En,Ja,Fr,De,Es	1	0	1
En,Zh-Hant	1	0	1
En-US,Es-MX,Pt-BR	1	0	1
Endurance Course	1	1	0
Endurion - 2015	1	1	0
Endurion - 2018	1	1	0
Engagement Edition	1	1	0
Enhanced Soundtrack Disc	1	0	1
Enterbrain Collection	1	0	1
Ep-MyCard	1	0	1
Episode 1 Tsuki no Shinden	1	0	1
Episode 2 Shitou! Wily Numbers	1	0	1
Episode 23	1	0	1
Episode 24	1	0	1
Episode 25	1	0	1
Episode 26	1	0	1
Episode 3 Saigo no Tatakai!!	1	0	1
Equinoxe - 2017	1	1	0
Es+En,Fr,De,Es,It	1	0	1
Es,It+En,Es,It,Sv,Da	1	0	1
Es,It+Es	1	0	1
Es,It+It	1	0	1
Escape, Triple Peaks, and Numbers - EU	1	1	0
Europe-ban	1	0	1
Evasive+, Satellite, Bombs Away, and Farewell... - EU	1	1	0
Expert - Desert	1	1	0
Expert - Dirt	1	1	0
Extra Box	1	0	1
F	1	0	1
F-202	1	0	1
F-4001	1	1	0
F-4002	1	1	0
F-4003	1	1	0
F-4004	1	1	0
F-4005	1	1	0
F-4006	1	1	0
F-4007	1	1	0
F-4008	1	1	0
F-4009	1	1	0
F-4010	1	1	0
F-Y2	1	1	0
FAAT, FABT, FACT	1	0	1
FABT, FACT, FAET, FAFT	1	0	1
FACT	1	0	1
FACT, FADT	1	0	1
FAFT	1	0	1
FC999	1	1	0
FK-8004	1	1	0
FK-8006	1	1	0
FK-8379	1	1	0
FK-C4-33	1	1	0
FL-4466A	1	1	0
FL-58	1	1	0
FS006	1	1	0
FS303	1	1	0
FS305	1	1	0
FS308	1	1	0
Famitsuu Version	1	0	1
Fast Version	1	1	0
Fears Behind	1	0	1
Field Hunter	1	0	1
Fiendish Freddy's Big Top o' Fun, Flimbo’s Quest, Klax & International Soccer	1	1	0
Final Cut	1	0	1
Fingers - NA, Rev 1 - Disc 1	1	1	0
Fire and Earth - NA - Disc 1	1	1	0
Fivers and Telly Trivia - EU	1	1	0
Fixed E-F Color Bug	1	1	0
Flashback Entertainment	1	1	0
Flight of Fantasy, Occult Connection, The Last Battle, and Matt Lucas - EU	1	1	0
Fortress, Solitaire, T 'n' T, and Shoot-em-Up - EU	1	1	0
Forward Entry	1	0	1
Fourteen-Out and D.O.E. P.S.A. Skittles - EU	1	1	0
Fr+En	1	0	1
Fr+En,Fr,De,Es,It	1	0	1
Fr,Nl+Fr,De,Nl	1	0	1
Freetime, Strategy, Cash-Flow, Solitaire, and Defusion! - EU	1	1	0
Frisbee Ken John - JP	1	1	0
From Seiya Monogatari Taikenban - JP	1	1	0
Fruit Machine, Laser Dodge, Yahtzee, Drac Attack, Worms World, Dead Ducks, Dan's Diamonds, Solitaire, Simon, Annoyance, and Spec Tiles - EU	1	1	0
Fruity, Bug2, and Gardner - EU	1	1	0
Future was 8bit, The - 2020	1	1	0
GBA Enhanced	1	0	1
GF3 B	1	1	0
GF4-2 F	1	1	0
GF4-2 X	1	1	0
Gallop	1	0	1
Galvinator - EU	1	1	0
Game Honpen	1	0	1
GameCube, Zelda Collection	1	0	1
Gamtec	1	1	0
Geir Straume - 2022	1	1	0
Gem-X, Sports Game, Immortal Combat, and Universe - EU	1	1	0
General Instrument	1	0	1
General Knowledge Quiz, Toad Shot, and City Bomber - EU	1	1	0
Genghis Khan	1	1	0
Gensokigou Master	1	0	1
Gentei Set	1	0	1
Ghost Sweeper	1	0	1
Glitchcore Version	1	1	0
Global Game Jam 2016	1	1	0
Global Game Jam 2020	1	1	0
Global Game Selection 2000	1	0	1
Go!, Adventurer, Santa Goes Psycho, A Nightmare on Sesame Street, and Banzai! Solitaire - EU	1	1	0
Goatscrote - 2022	1	1	0
Gold Mine - Rev 4, Pontoon, and Two-in-a-Bed - EU	1	1	0
Goliath	1	0	1
Graffiti - EU	1	1	0
Gran Turismo Mode	1	0	1
Gridlock, The Roman Empire, and Eater - EU	1	1	0
Gridwords and Tap Trouble - EU	1	1	0
Grue Knapped! - EU	1	1	0
Guessagram, Japanese Patience, and Snake Mania - EU	1	1	0
Guesshue and A Day at the Races - EU	1	1	0
GunBullet + GunCon	1	0	1
HES	1	1	0
HMNK-143	1	1	0
HOT B	1	0	1
Hacker International	1	1	0
Hanafuda de Koi!	1	0	1
Hangman and Patience - EU	1	1	0
Hard	1	1	0
HesWare	1	1	0
Hey Sung	1	1	0
HiCom	1	0	1
Hindsbosoft - 2014	1	1	0
History of Super Robot Wars	1	0	1
Home World and Stom - EU	1	1	0
Homeworld, Light Cycles, and Sum Game - EU	1	1	0
Honpen Disc Ichi	1	0	1
Honpen Disc Ni	1	0	1
Hot Mario Campaign	1	0	1
Hot Pursuit and Solitaire - EU	1	1	0
Hudson Soft	1	0	1
Hulten Brothers - 2014	1	1	0
Hunchy - EU	1	1	0
IC4-4 B-1	1	1	0
IC4-4 X	1	1	0
INTV	1	0	1
INTV Corp.	1	0	1
Ichigo Disc	1	0	1
Il Gioco	1	0	1
Imagic	1	1	0
Impossamole - EU	1	1	0
Improved Version	1	0	1
Indoor	1	1	0
Infinite R.E. - EU	1	1	0
Infinite lives	1	1	0
Input 64	1	1	0
Interactive Sampler CD	1	0	1
Interceptor	1	1	0
Intermission Disc	1	0	1
Interplay 1988	1	1	0
Intro	1	1	0
Introes	1	0	1
Invaders from Planet X - EU	1	1	0
Invasion, SAM Mines, and Bats - EU	1	1	0
Invasion, TankZap, and Green's Games - EU	1	1	0
Invincibility	1	1	0
J-D1	1	1	0
JAL Kinai Hanbai Gentei	1	0	1
JF-002	1	1	0
JJ-01	1	1	0
JMHWANG	1	0	1
JP - Disc 1 - Ichigo	1	1	0
JP - Disc 1 - Kamen Rider	1	1	0
JP - Disc 1 - Thunder Storm	1	1	0
JP - Disc 1 - Thunder Storm LX-3	1	1	0
JP - Disc 1 - Vol. 1 - Toki no Maigo	1	1	0
JP - Disc 2 - Addition	1	1	0
JP - Disc 2 - Append	1	1	0
JP - Disc 2 - Gallop	1	1	0
JP - Disc 2 - Momo	1	1	0
JP - Disc 2 - Omake Disc	1	1	0
JP - Disc 2 - Portrait CD	1	1	0
JP - Disc 2 - Premium CD	1	1	0
JP - Disc 2 - Sengoku Kawaraban - Digital Edition	1	1	0
JP - Disc 2 - Shadow Over Mystara	1	1	0
JP - Disc 2 - Vol. 2 - Inochigake no Tabi	1	1	0
JP - Disc 3 - Vol. 3 - Watashi ni Sayonara wo	1	1	0
JP - Hybrid Version	1	1	0
JP - Kisekae Disc Kanzenban	1	1	0
JR Nishi-Nihon Presents	1	0	1
JY-011	1	1	0
JY-035	1	1	0
JY-074	1	1	0
JY-076	1	1	0
JY-120A	1	1	0
JY-227	1	1	0
JY-609	1	1	0
JY010	1	1	0
JY039	1	1	0
Janky Multiplayer	1	1	0
Jet Set SAM, Bee Bopping, Addiction, and Last Stand II - EU	1	1	0
Jeu	1	0	1
Jim Roof	1	1	0
John Christian Lønningdal and Saul Cross - 2016	1	1	0
Jon Wells - 2001	1	1	0
Joypad	1	0	1
Juice - NA, Rev 1 - Disc 2	1	1	0
Jumper and Snake! - EU	1	1	0
Just-in-Case	1	1	0
Just-in-Caser	1	1	0
Just-in-Casest	1	1	0
K	1	1	0
K-E3	1	1	0
K-Tel	1	1	0
K-W3	1	1	0
K-tel	1	1	0
K1023	1	1	0
K23-001	1	1	0
K4022	1	1	0
K4033	1	1	0
KG-410	1	1	0
KG-448	1	1	0
KG-449	1	1	0
KG-450	1	1	0
KG-457	1	1	0
KG-458	1	1	0
KG-459	1	1	0
KG-460	1	1	0
KG-461	1	1	0
KG-462	1	1	0
KG-481	1	1	0
KG-483	1	1	0
KG-495	1	1	0
KG-496	1	1	0
KG-497	1	1	0
KS-7010	1	1	0
KS-7012	1	1	0
KS-7013	1	1	0
KS-7016	1	1	0
KS-7016B	1	1	0
KS-7021A	1	1	0
KS-7030	1	1	0
KS-7031	1	1	0
KS-7032	1	1	0
KS-7037	1	1	0
KS-7047	1	1	0
KS-7057	1	1	0
KT 2136	1	1	0
KT-2128	1	1	0
KT-2214	1	1	0
KY-2001	1	1	0
Kabuto - 2012	1	1	0
Kamen Rider	1	0	1
Kari	1	0	1
Karmic - 2021	1	1	0
Karsten Senkel - 2020	1	1	0
Kayou-ban	1	0	1
Keihin Ban	1	0	1
Kellogg Original Waku Waku Doki Doki Ninki Game Chara Daishuugou! - JP	1	1	0
Key Disc	1	0	1
Kickstarter Version	1	1	0
Kiosk, E3 1997	1	0	1
Kisekae Disc	1	0	1
Kisekae Disc Kanzenban	1	0	1
Knock-Out, SAM Coupé Derby, and Guess the Number - EU	1	1	0
Knockout Whist, Bug Fever, Ludo, and Mastermind - EU	1	1	0
Kobyashi Ag'Kwo, Crack City, Diablo, and The Darkest Road - EU	1	1	0
Koei the Best	1	0	1
Kojiroh Disc	1	0	1
Kor,A	1	1	0
Kor2	1	1	0
Kou Yuukan Hen	1	0	1
Koukousei Jidai	1	0	1
LA01	1	1	0
LA03	1	1	0
LA04	1	1	0
LA05	1	1	0
LA06	1	1	0
LA07	1	1	0
LA10	1	1	0
LA16	1	1	0
LA17	1	1	0
LA20	1	1	0
LA22	1	1	0
LA25	1	1	0
LA34	1	1	0
LA40	1	1	0
LA42	1	1	0
LA59	1	1	0
LB16	1	1	0
LB30	1	1	0
LB31	1	1	0
LB33	1	1	0
LB35	1	1	0
LC-Games - 2022	1	1	0
LC10	1	1	0
LD12	1	1	0
LD28	1	1	0
LE05	1	1	0
LE08	1	1	0
LE10	1	1	0
LEE05040	1	1	0
LEE08072	1	1	0
LF11	1	1	0
LF36	1	1	0
LG06	1	1	0
LG25	1	1	0
LG4 E	1	1	0
LG4 X	1	1	0
LH09	1	1	0
LH10	1	1	0
LH12	1	1	0
LH15	1	1	0
LH28	1	1	0
LH29	1	1	0
LH30	1	1	0
LH32	1	1	0
LH42	1	1	0
LH51	1	1	0
LH53	1	1	0
LH54	1	1	0
LH57	1	1	0
LH89	1	1	0
LH90	1	1	0
La Documentation	1	0	1
Labyrinth and 9D Noughts and Crosses - EU	1	1	0
Langrisser IV Disc	1	0	1
Langrisser V Disc	1	0	1
Laser Squad, Black Jack, and Circuitry - EU	1	1	0
Later	1	0	1
Lawson Station	1	0	1
Lazycow - 2019	1	1	0
Lemming Attack - EU	1	1	0
Lemmings, Bong!, Worms World, Jaws, Dice Game, and Ore Warz Extra levels - EU	1	1	0
Let's Sugoroku	1	0	1
Level 1	1	0	1
Level 11-G	1	0	1
Level 2	1	0	1
Level 3	1	0	1
Levels 000	1	0	1
Levels 1 and 2	1	1	0
Levels 3 and 4	1	1	0
Levels 5 and 6	1	1	0
Levels-B	1	0	1
Li Cheng	1	0	1
Library	1	0	1
Light Cycles and Sum Game - EU	1	1	0
Light Phaser	1	0	1
Lightcycles Trundle, Battleships, Snooker, Lazer Maze, Hi-Lo, Alf the Apple Eater, Pontoon, Blitz-Kreig, Shanghai, Lovehearts, Squiggle, OXO, Goalie, Explode, and Rescue - EU	1	1	0
Lightcycles Trundle, Hi-Lo, and SAM Crossword - EU	1	1	0
Link! and Bouncing Things - EU	1	1	0
Lock-on	1	0	1
Long Yu Tianxia	1	1	0
Lost & Found Volume 2	1	0	1
Ludum Dare 44	1	1	0
Ludum Dare 47	1	1	0
Ludum Dare 50	1	1	0
Ludum Dare 52	1	1	0
Luna Software	1	1	0
Lycanthrope Fix by Zoinkity - NA	1	1	0
M-16	1	1	0
M-D2	1	1	0
M-I6	1	0	1
M-U1	1	1	0
MAX - v01	1	1	0
MAX - v02	1	1	0
MAX v01	1	1	0
MAX v02 - Alt	1	1	0
MD102	1	1	0
MDST17FF	1	0	1
MDST6636	1	0	1
MDSTEE13	1	0	1
MR4-1 A	1	1	0
Macbeth and Tetris - EU	1	1	0
Maciej Malecki - 2022	1	1	0
Mad Dog - NA, Rev 1 - Disc 3	1	1	0
Mad Productions - 2010	1	1	0
Made in EU, Made in Japan	1	0	1
Magfest 2023	1	1	0
Magic - EU	1	1	0
Magical Drop +1	1	0	1
Magical Drop III	1	0	1
Magicalpha - EU	1	1	0
Mahjong de Pon!	1	0	1
Majesco	1	0	1
Manic Remix, Triple Peaks, The Thief, Tron, and Ant Farm - EU	1	1	0
Mariano Kalafatovich - v1.1 - 2021	1	1	0
Marina Disc	1	0	1
Mastermind - EU	1	1	0
Mastermind, Fruit Machine, and Santa! The Adventure - EU	1	1	0
Mattack - EU	1	1	0
Maze, The Witching Hour, Invaders, Pontoon, and Higher or Lower - EU	1	1	0
Mega 6	1	0	1
Mega Drive PlayTV	1	0	1
Mega Power	1	0	1
Mega Sega	1	0	1
Megastyle - 2019	1	1	0
Megastyle - 2020	1	1	0
Megastyle - 2021	1	1	0
Megastyle 2019	1	1	0
Melbourne House	1	1	0
Memory Bank Disc	1	0	1
Metal Slug 3 boot	1	1	0
Meteor Mania, Jetpac, Omahf, Haunted House, and Universe Sim - EU	1	1	0
Method	1	0	1
Microprose Soccer, Rick Dangerous & Stunt Car Racer	1	1	0
Minadzuki - Kotobuki - Sakura	1	0	1
Mindscape	1	0	1
Mine, Reversal, Hide 'n' Seek, and React - EU	1	1	0
Minesweeper - EU	1	1	0
MiniGame Compo 2004	1	1	0
Mirrorsoft	1	1	0
Mission 1 - Mine Menace	1	1	0
Mission 2 - Sub Crash	1	1	0
Mission 3 - The Bank Job	1	1	0
Mission 4 - Countdown to Terror	1	1	0
Mission Briefing	1	0	1
Mix 'n Match, Colour Clash, and Patience - EU	1	1	0
Mix 'n' Match, Tiler, and The Quest for the Green Frog - EU	1	1	0
Mix256 - 2011	1	1	0
Moai-ui Bomul - KR	1	1	0
Mod	1	1	0
Momo Disc	1	0	1
Mondo21 Version	1	1	0
Mono	1	1	0
Monster Game	1	0	1
Moonlander and Othello - EU	1	1	0
Mouse Controller Set	1	0	1
Mr. NOP - 2016	1	1	0
Mr. NOP - 2017	1	1	0
Mr. Pac and Bumpy - EU	1	1	0
Mr. Pilot and Pegs - EU	1	1	0
Mr. SID - 2014	1	1	0
Multicart Rip	1	0	1
Mummy	1	1	0
Mune Kyun	1	0	1
Museum	1	0	1
Mushies!, Fade, and Fine Line - EU	1	1	0
Music	1	0	1
Music v1	1	1	0
Music v2	1	1	0
Myth Struggle	1	1	0
N-32	1	1	0
NA - Disc 1 - Shockwave - Invasion Earth	1	1	0
NA - Disc 2 - Evolution Disc	1	1	0
NA - Disc 2 - Shockwave - Operation Jumpgate	1	1	0
NA - Disc 2 - Turbo Mode Disc	1	1	0
NA, Rev 2 - Simulation Mode	1	1	0
NA, Rev 5R, 6R	1	1	0
NC-80	1	1	0
NCN-21	1	0	1
NES Classic Edition	1	1	0
NES Mini Version	1	1	0
NESDev 2020	1	1	0
NESDev22 Compo Final	1	1	0
NESWORLD Edition	1	1	0
NESWorld	1	1	0
NESdev Compo 2020-21	1	1	0
NGen	1	0	1
NHL 06	1	0	1
NR8QV1 PCB	1	1	0
NR8QV2 PCB	1	1	0
NT Fixed	1	1	0
NT-328	1	1	0
NT-6031	1	1	0
NT-6089	1	1	0
NT-6098	1	1	0
NT-616	1	1	0
NT-672	1	1	0
NT-851	1	1	0
NT-865	1	1	0
NT-881	1	1	0
NTSC Decoder	1	1	0
NTSC Full	1	1	0
NTSC Version	1	0	1
Nanjin	1	1	0
Nantong	1	1	0
Nearly Final	1	1	0
Neo Organic Bioform	1	0	1
New Generation Software	1	1	0
New Version	1	1	0
Nickelodeon Movies	1	0	1
Nicktoons	1	0	1
Nine Man's Morris and Clock Patience - EU	1	1	0
Nintendo Gateway System	1	0	1
No EXP chip	1	0	1
No Way Back - EU	1	1	0
Noah, Escape, and Midnight Special - EU	1	1	0
Non-working	1	0	1
Norbert Kehrer - 2013	1	1	0
Not For Sale	1	0	1
Noughts and Crosses - EU	1	1	0
Noughts and Crosses 3, Quizzard 2, 4.Square, The Shrink, and Shut the Box - EU	1	1	0
November 1996 - NA	1	1	0
November, 1988	1	1	0
OXO, Pontoon, and Caterpillar - EU	1	1	0
Object	1	0	1
October Version	1	1	0
Old	1	1	0
Older	1	1	0
Omake Books Version	1	1	0
Omake Disk	1	0	1
One Level Demo Disc	1	0	1
Ordernum and Bert Ball - EU	1	1	0
Ore Warz and Dracula - EU	1	1	0
Orochi	1	1	0
Otameshi-ban	1	0	1
Otanoshimi Data Disc	1	0	1
Outdoor	1	1	0
Oxyron - 2016	1	1	0
Oxyron - 2022	1	1	0
Oziphantom - 2017	1	1	0
P's Club Genteiban	1	0	1
P-C5	1	1	0
P-H3	1	1	0
P1022	1	1	0
P1X3L-net - 2013	1	1	0
P4H	1	0	1
P5H	1	0	1
PAL Full	1	1	0
PAL-NTSC	1	1	0
PAQA, PokeTan, Pocket Jiman	1	0	1
PC10	1	0	1
PCB,alt	1	1	0
PL-0002	1	1	0
PL-0006	1	1	0
PN3 B	1	1	0
PN4 E-1	1	1	0
PROPER 12K	1	0	1
Pacnsacdave Reproductions	1	1	0
Pairs, Mem-Ex, and Lines - EU	1	1	0
Paltry July Update	1	1	0
Papposoft - 2007	1	1	0
Part 3	1	1	0
Patreon	1	1	0
Patreon Demo 0320	1	1	0
Pearl	1	1	0
Perfect Guide	1	0	1
Personal Computing Whirled! - EU	1	1	0
Pet Evolve	1	1	0
Pet Family	1	1	0
Pharaoh	1	1	0
Phoenix, The Violator of Voodoo, and Aztec Assault - EU	1	1	0
Photo Album	1	0	1
PiMania II - PiMan's Progress and Annoyance - EU	1	1	0
Piepacker	1	1	0
Pixel Heart	1	0	1
PlayMag Demo	1	0	1
PlayStation Taiou	1	0	1
Playable Game Preview	1	0	1
PocketStation Doukon	1	0	1
Poker for One, Blaster, and Noah - EU	1	1	0
Pond Software - 2016	1	1	0
Pond Software - 2018	1	1	0
Pond Software - 2019	1	1	0
Pond Software - v1.1 - 2016	1	1	0
Portrait CD	1	0	1
Power House	1	1	0
Premium CD	1	0	1
Premium Fan Disc	1	0	1
Presence of Mind '98 Prototype	1	1	0
Press Start Immediately at Clip 1, Clip 2, and Clip 3 and It Will Eventually Load	1	1	0
Princess Clara	1	0	1
Printable Crossword 2 and Spyship - EU	1	1	0
Printable Crossword and QQQ Logic - EU	1	1	0
Pro ni Kike!	1	0	1
Profile Disc	1	0	1
Proper	1	1	0
Prototype - Cliff Level	1	1	0
Prototype - Downtown, Tuna Factory, FHZ, and AI Test Level	1	1	0
Prototype - Dragon Layout	1	1	0
Prototype - Gremlin Demo Disk	1	1	0
Prototype - Ninja Mucky Level	1	1	0
Prototype - Plane Level	1	1	0
Prototype - Prison, Sewer, Observatory, and Nakatomi Tower	1	1	0
Prototype - Scorpion Layout	1	1	0
Prototype - Test Level	1	1	0
Prototype - Warehouse, Hospital, King Pin's Pad, and Police Department	1	1	0
Prototype, Rev 2000-05-28 Fixed	1	1	0
Protovision - 2002	1	1	0
Protovison - 2022	1	1	0
Psytronik - 2009	1	1	0
Psytronik - 2010	1	1	0
Psytronik - 2017	1	1	0
Puzzy	1	0	1
Quelle	1	0	1
Quintet, Line Up, Pixsaw, and Flip-It - EU	1	1	0
Quix, Quix II, Manic Mazes, Math, and Le Box - EU	1	1	0
Quizzard, Antimaze, and Trail Racer - EU	1	1	0
R2	1	0	1
RC.1	1	1	0
RC.3	1	1	0
RC.4a	1	1	0
RC58	1	1	0
RCB	1	0	1
RGCD - 2011	1	1	0
RT-01	1	1	0
RT-04	1	1	0
Racing	1	0	1
Radarsoft	1	1	0
Rain, Gravitoid 2350, Duck Hunt, and Space Junk - EU	1	1	0
Re-Hashed by Jon Wells	1	1	0
Recalbox	1	1	0
Recalled	1	0	1
Red Disc	1	0	1
Red Door - EU	1	1	0
Reflect, Heavier Than Metal, Reverse, GFX, M Driver, and Fishinvaders - EU	1	1	0
Remastered	1	1	0
Rental	1	0	1
Retream - 2022	1	1	0
Retro Achievements Version	1	1	0
Retro Collection	1	0	1
Retroad	1	1	0
Retrosouls - 2020	1	1	0
Reverse Entry	1	0	1
Reversi, Clue Crossword, and Tank Chase - EU	1	1	0
Ricky's Quiz Show, Underwater Adventure, and Lunar Buggy - EU	1	1	0
Riff Sampler Test	1	0	1
Robert A. Tokar	1	0	1
Robot War IV	1	1	0
Rod & Emu - 2017	1	1	0
Rod & Emu - 2018	1	1	0
Rod & Emu - 2019	1	1	0
Route A	1	1	0
Route B	1	1	0
Route C	1	1	0
Route D	1	1	0
Route E	1	1	0
RunStop64 - 2022	1	1	0
Ryuu Hangan Hen	1	0	1
S-F6	1	1	0
S-M6	1	1	0
S-P1	1	1	0
S-P6	1	1	0
SAAS	1	0	1
SACS	1	0	1
SADS, SAES	1	0	1
SAM Fruit and SAMSnake - EU	1	1	0
SAM Mines, EggBum, Surface Raider, and Hang-SAM! - EU	1	1	0
SC4-2 A	1	1	0
SC4-3 X	1	1	0
SCADS Demo MK II, Space Worm 2, Snail Race, and Hang Man - EU	1	1	0
SCADS Demo, Spaceball, Bug, Space Worm, and Chemical Test - EU	1	1	0
SCES-00064	1	0	1
SCES-00121	1	0	1
SCUS-94177	1	0	1
SCUS-94224	1	0	1
SCUS-94290	1	0	1
SCUS-94295	1	0	1
SCUS-94439	1	0	1
SCUS-94470	1	0	1
SCUS-94956	1	0	1
SDK 3.0	1	0	1
SLPM-87153	1	0	1
SLUS-00612	1	0	1
SM4-4 E	1	1	0
SNS-NA	1	0	1
SPC009	1	1	0
Samar Productions - 2007	1	1	0
Sample-ban	1	0	1
Samsung	1	0	1
Santa '96, Space Invaders, Word Search, and Squiggly - EU	1	1	0
Santa Goes Psycho 2 and Xmas Blokit - EU	1	1	0
Scene World Magazine - 2022	1	1	0
Scientific Atlanta	1	0	1
Screen 7	1	1	0
Screen-Relative Steering	1	0	1
Sea Wolf - EU	1	1	0
Secret Characters and 60 FPS Patches by Gallaux - NA	1	1	0
Sega 3D Fukkoku Akaibusu	1	0	1
Sega CD	1	0	1
Sega Classic	1	0	1
Sega Gopher	1	0	1
Sega Pro	1	0	1
Sega-Galaga and Monaco GP - KR	1	1	0
Seiyuu Interview Hi CD	1	0	1
Sengoku Kawaraban - Digital Edition	1	0	1
Service Price-ban	1	0	1
Set 2	1	1	0
Shadow over Mystara	1	0	1
Shadows of the Past - EU	1	1	0
Shallan - 2019	1	1	0
Shanghai Tycoon	1	1	0
Shanghai, Highway, and Bomb! - EU	1	1	0
ShareData	1	0	1
Shirayuki - Ijuin - Nozaki	1	0	1
Shokai Gentei Box	1	0	1
Shokai Gentei Special Package	1	0	1
Shokai Gentei Yobikake-kun	1	0	1
Shokai Seisan Gentei Shiyou	1	0	1
Shokai Seisan Genteiban	1	0	1
Shokai Seisanban	1	0	1
Shokai Suuryou Genteiban	1	0	1
Shot Yousei Kouza Vol. 1	1	0	1
Shot Yousei Kouza Vol. 2	1	0	1
Shougakusei Jidai	1	0	1
Showdown	1	0	1
Sierra Online	1	1	0
Sink the Sub, SAM Coupé Derby, Quizmaster! Question Game, Football, Go-Kart, Count, Guess the Number, and Snake - Vertical - EU	1	1	0
Sintax	1	0	1
Sky, G-Tennis, and Meiro Game - JP	1	1	0
Slider Puzzle - EU	1	1	0
Slider and Three - EU	1	1	0
Sliding Puzzle - EU	1	1	0
Slow Tanks	1	0	1
