tag	total	roms	images
NA, Rev 1	111	111	0
JP, Rev 1	41	41	0
JP, Rev A	24	24	0
NA, Rev 2	12	12	0
JP, Rev 2	7	7	0
EU, Rev 1	6	6	0
JP, Rev B	4	4	0
NA, Rev A	4	4	0
JP, Rev 3	3	3	0
NA, Rev 3	3	3	0
JP, Rev 4	2	2	0
JP, Rev 5	2	2	0
BR, Rev 1	1	1	0
JP, Rev C	1	1	0
Korean,Alt	1	1	0
NA, Rev 125	1	1	0
NA, Rev 2.10	1	1	0
NA, Rev 6	1	1	0
Rev 2 - EU	1	1	0
Rev 4 - EU	1	1	0
